0,0
1,0.019998667
2,0.039989334
3,0.059964006
4,0.079914694
5,0.099833417
6,0.119712207
7,0.139543115
8,0.159318207
9,0.179029573
10,0.198669331
11,0.218229623
12,0.237702626
13,0.257080552
14,0.276355649
15,0.295520207
16,0.314566561
17,0.333487092
18,0.352274233
19,0.370920469
20,0.389418342
21,0.407760453
22,0.425939465
23,0.443948107
24,0.461779176
25,0.479425539
26,0.496880138
27,0.514135992
28,0.531186198
29,0.548023937
30,0.564642473
31,0.581035161
32,0.597195441
33,0.613116852
34,0.628793024
35,0.644217687
36,0.659384672
37,0.674287912
38,0.688921445
39,0.703279419
40,0.717356091
41,0.73114583
42,0.74464312
43,0.757842563
44,0.770738879
45,0.78332691
46,0.79560162
47,0.8075581
48,0.819191568
49,0.83049737
50,0.841470985
51,0.852108022
52,0.862404227
53,0.872355482
54,0.881957807
55,0.89120736
56,0.900100442
57,0.908633496
58,0.916803109
59,0.924606012
60,0.932039086
61,0.939099356
62,0.945783999
63,0.952090342
64,0.95801586
65,0.963558185
66,0.9687151
67,0.973484542
68,0.977864602
69,0.98185353
70,0.98544973
71,0.988651763
72,0.991458348
73,0.993868363
74,0.995880845
75,0.997494987
76,0.998710144
77,0.999525831
78,0.99994172
79,0.999957646
80,0.999573603
81,0.998789743
82,0.997606381
83,0.99602399
84,0.994043202
85,0.99166481
86,0.988889766
87,0.985719179
88,0.982154317
89,0.978196607
90,0.973847631
91,0.969109129
92,0.963982996
93,0.958471283
94,0.952576194
95,0.946300088
96,0.939645474
97,0.932615014
98,0.925211521
99,0.917437955
100,0.909297427
101,0.900793192
102,0.891928651
103,0.882707351
104,0.87313298
105,0.863209367
106,0.852940482
107,0.842330432
108,0.831383461
109,0.820103948
110,0.808496404
111,0.796565472
112,0.784315925
113,0.771752662
114,0.758880708
115,0.745705212
116,0.732231444
117,0.718464793
118,0.704410766
119,0.690074984
120,0.675463181
121,0.660581201
122,0.645434998
123,0.63003063
124,0.614374258
125,0.598472144
126,0.58233065
127,0.56595623
128,0.549355436
129,0.532534908
130,0.515501372
131,0.498261642
132,0.480822615
133,0.463191265
134,0.445374645
135,0.42737988
136,0.40921417
137,0.390884779
138,0.372399039
139,0.353764345
140,0.33498815
141,0.316077964
142,0.297041351
143,0.277885926
144,0.25861935
145,0.239249329
146,0.219783612
147,0.200229985
148,0.180596268
149,0.160890315
150,0.141120008
151,0.121293255
152,0.101417986
153,0.081502152
154,0.061553717
155,0.041580662
156,0.021590976
157,0.001592653
158,-0.018406307
159,-0.038397905
160,-0.058374143
161,-0.078327033
162,-0.098248594
163,-0.118130856
164,-0.137965867
165,-0.157745694
166,-0.177462425
167,-0.197108173
168,-0.21667508
169,-0.236155321
170,-0.255541102
171,-0.27482467
172,-0.293998312
173,-0.313054359
174,-0.331985188
175,-0.350783228
176,-0.369440959
177,-0.387950918
178,-0.406305702
179,-0.424497969
180,-0.442520443
181,-0.460365915
182,-0.478027246
183,-0.495497373
184,-0.512769307
185,-0.529836141
186,-0.546691047
187,-0.563327284
188,-0.579738198
189,-0.595917224
190,-0.611857891
191,-0.627553823
192,-0.642998742
193,-0.65818647
194,-0.673110932
195,-0.687766159
196,-0.702146289
197,-0.716245569
198,-0.730058361
199,-0.743579139
200,-0.756802495
201,-0.769723141
202,-0.782335907
203,-0.79463575
204,-0.806617749
205,-0.818277111
206,-0.829609174
207,-0.840609404
208,-0.851273401
209,-0.8615969
210,-0.871575772
211,-0.881206026
212,-0.890483809
213,-0.89940541
214,-0.907967261
215,-0.916165937
216,-0.923998159
217,-0.931460794
218,-0.938550857
219,-0.945265512
220,-0.951602074
221,-0.957558007
222,-0.963130931
223,-0.968318614
224,-0.973118983
225,-0.977530118
226,-0.981550253
227,-0.985177782
228,-0.988411252
